<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SPFB.RTS,1,20200828,110700,126000.0000000,126090.0000000,125970.0000000,126090.0000000,1625
SPFB.RTS,1,20200828,110800,126090.0000000,126190.0000000,126050.0000000,126070.0000000,1885
SPFB.RTS,1,20200828,110900,126070.0000000,126080.0000000,125940.0000000,126000.0000000,1090
SPFB.RTS,1,20200828,111000,126000.0000000,126070.0000000,125920.0000000,125930.0000000,865
SPFB.RTS,1,20200828,111100,125940.0000000,125990.0000000,125900.0000000,125910.0000000,682
SPFB.RTS,1,20200828,111200,125910.0000000,126030.0000000,125900.0000000,126020.0000000,759
SPFB.RTS,1,20200828,111300,126020.0000000,126090.0000000,126000.0000000,126080.0000000,385
SPFB.RTS,1,20200828,111400,126090.0000000,126130.0000000,126040.0000000,126100.0000000,945
SPFB.RTS,1,20200828,111500,126100.0000000,126240.0000000,126060.0000000,126190.0000000,1697
SPFB.RTS,1,20200828,111600,126200.0000000,126260.0000000,126140.0000000,126150.0000000,925
SPFB.RTS,1,20200828,111700,126160.0000000,126210.0000000,126150.0000000,126160.0000000,422
SPFB.RTS,1,20200828,111800,126170.0000000,126190.0000000,126130.0000000,126180.0000000,365
SPFB.RTS,1,20200828,111900,126190.0000000,126220.0000000,126140.0000000,126160.0000000,529
SPFB.RTS,1,20200828,112000,126180.0000000,126240.0000000,126080.0000000,126110.0000000,883
SPFB.RTS,1,20200828,112100,126120.0000000,126140.0000000,126040.0000000,126080.0000000,1016
SPFB.RTS,1,20200828,112200,126080.0000000,126240.0000000,126080.0000000,126210.0000000,712
SPFB.RTS,1,20200828,112300,126200.0000000,126330.0000000,126200.0000000,126250.0000000,1412
SPFB.RTS,1,20200828,112400,126250.0000000,126300.0000000,126220.0000000,126280.0000000,430
SPFB.RTS,1,20200828,112500,126270.0000000,126300.0000000,126180.0000000,126190.0000000,768
SPFB.RTS,1,20200828,112600,126190.0000000,126260.0000000,126180.0000000,126210.0000000,411
SPFB.RTS,1,20200828,112700,126200.0000000,126250.0000000,126160.0000000,126190.0000000,960
SPFB.RTS,1,20200828,112800,126180.0000000,126200.0000000,126130.0000000,126130.0000000,499
SPFB.RTS,1,20200828,112900,126140.0000000,126240.0000000,126130.0000000,126220.0000000,614
SPFB.RTS,1,20200828,113000,126220.0000000,126240.0000000,126120.0000000,126120.0000000,951
SPFB.RTS,1,20200828,113100,126120.0000000,126190.0000000,126100.0000000,126180.0000000,768
SPFB.RTS,1,20200828,113200,126170.0000000,126230.0000000,126150.0000000,126170.0000000,933
SPFB.RTS,1,20200828,113300,126170.0000000,126230.0000000,126130.0000000,126210.0000000,614
SPFB.RTS,1,20200828,113400,126220.0000000,126230.0000000,126130.0000000,126150.0000000,528
SPFB.RTS,1,20200828,113500,126150.0000000,126200.0000000,126140.0000000,126140.0000000,343
SPFB.RTS,1,20200828,113600,126160.0000000,126220.0000000,126160.0000000,126220.0000000,495
SPFB.RTS,1,20200828,113700,126210.0000000,126360.0000000,126200.0000000,126350.0000000,1426
SPFB.RTS,1,20200828,113800,126340.0000000,126410.0000000,126340.0000000,126410.0000000,1476
SPFB.RTS,1,20200828,113900,126410.0000000,126420.0000000,126330.0000000,126330.0000000,776
SPFB.RTS,1,20200828,114000,126330.0000000,126390.0000000,126310.0000000,126320.0000000,474
SPFB.RTS,1,20200828,114100,126310.0000000,126360.0000000,126240.0000000,126290.0000000,1281
SPFB.RTS,1,20200828,114200,126280.0000000,126320.0000000,126240.0000000,126250.0000000,404
SPFB.RTS,1,20200828,114300,126240.0000000,126320.0000000,126210.0000000,126220.0000000,581
SPFB.RTS,1,20200828,114400,126220.0000000,126290.0000000,126210.0000000,126240.0000000,434
SPFB.RTS,1,20200828,114500,126230.0000000,126300.0000000,126170.0000000,126280.0000000,841
SPFB.RTS,1,20200828,114600,126290.0000000,126320.0000000,126270.0000000,126280.0000000,540
SPFB.RTS,1,20200828,114700,126280.0000000,126360.0000000,126270.0000000,126330.0000000,548
SPFB.RTS,1,20200828,114800,126330.0000000,126370.0000000,126280.0000000,126370.0000000,294
SPFB.RTS,1,20200828,114900,126380.0000000,126380.0000000,126300.0000000,126350.0000000,535
SPFB.RTS,1,20200828,115000,126340.0000000,126360.0000000,126280.0000000,126300.0000000,297
SPFB.RTS,1,20200828,115100,126300.0000000,126360.0000000,126290.0000000,126310.0000000,306
SPFB.RTS,1,20200828,115200,126310.0000000,126400.0000000,126310.0000000,126390.0000000,665
SPFB.RTS,1,20200828,115300,126400.0000000,126470.0000000,126370.0000000,126450.0000000,1248
SPFB.RTS,1,20200828,115400,126440.0000000,126470.0000000,126410.0000000,126450.0000000,415
SPFB.RTS,1,20200828,115500,126450.0000000,126460.0000000,126310.0000000,126330.0000000,812
SPFB.RTS,1,20200828,115600,126330.0000000,126340.0000000,126300.0000000,126310.0000000,324
SPFB.RTS,1,20200828,115700,126320.0000000,126380.0000000,126310.0000000,126380.0000000,349
SPFB.RTS,1,20200828,115800,126380.0000000,126410.0000000,126340.0000000,126340.0000000,403
SPFB.RTS,1,20200828,115900,126350.0000000,126360.0000000,126200.0000000,126200.0000000,1482
SPFB.RTS,1,20200828,120000,126200.0000000,126320.0000000,126200.0000000,126300.0000000,696
SPFB.RTS,1,20200828,120100,126290.0000000,126330.0000000,126270.0000000,126320.0000000,445
SPFB.RTS,1,20200828,120200,126330.0000000,126330.0000000,126170.0000000,126180.0000000,1147
SPFB.RTS,1,20200828,120300,126190.0000000,126270.0000000,126180.0000000,126250.0000000,622
SPFB.RTS,1,20200828,120400,126250.0000000,126330.0000000,126250.0000000,126290.0000000,446
SPFB.RTS,1,20200828,120500,126290.0000000,126330.0000000,126230.0000000,126300.0000000,380
SPFB.RTS,1,20200828,120600,126300.0000000,126400.0000000,126300.0000000,126340.0000000,962
SPFB.RTS,1,20200828,120700,126340.0000000,126380.0000000,126320.0000000,126340.0000000,217
SPFB.RTS,1,20200828,120800,126340.0000000,126440.0000000,126340.0000000,126410.0000000,551
SPFB.RTS,1,20200828,120900,126400.0000000,126420.0000000,126340.0000000,126340.0000000,212
SPFB.RTS,1,20200828,121000,126350.0000000,126430.0000000,126350.0000000,126400.0000000,419
SPFB.RTS,1,20200828,121100,126400.0000000,126440.0000000,126380.0000000,126410.0000000,465
SPFB.RTS,1,20200828,121200,126420.0000000,126440.0000000,126390.0000000,126430.0000000,498
SPFB.RTS,1,20200828,121300,126430.0000000,126530.0000000,126400.0000000,126520.0000000,1769
SPFB.RTS,1,20200828,121400,126520.0000000,126540.0000000,126480.0000000,126530.0000000,936
SPFB.RTS,1,20200828,121500,126540.0000000,126560.0000000,126490.0000000,126550.0000000,1114
SPFB.RTS,1,20200828,121600,126540.0000000,126690.0000000,126540.0000000,126680.0000000,2566
SPFB.RTS,1,20200828,121700,126670.0000000,126740.0000000,126600.0000000,126610.0000000,1394
SPFB.RTS,1,20200828,121800,126620.0000000,126700.0000000,126600.0000000,126630.0000000,480
SPFB.RTS,1,20200828,121900,126630.0000000,126640.0000000,126570.0000000,126590.0000000,1009
SPFB.RTS,1,20200828,122000,126590.0000000,126720.0000000,126590.0000000,126650.0000000,1016
SPFB.RTS,1,20200828,122100,126660.0000000,126660.0000000,126530.0000000,126560.0000000,684
SPFB.RTS,1,20200828,122200,126570.0000000,126630.0000000,126550.0000000,126590.0000000,349
SPFB.RTS,1,20200828,122300,126600.0000000,126630.0000000,126590.0000000,126590.0000000,286
SPFB.RTS,1,20200828,122400,126590.0000000,126620.0000000,126510.0000000,126540.0000000,575
SPFB.RTS,1,20200828,122500,126540.0000000,126540.0000000,126430.0000000,126470.0000000,1118
SPFB.RTS,1,20200828,122600,126460.0000000,126470.0000000,126430.0000000,126450.0000000,384
SPFB.RTS,1,20200828,122700,126450.0000000,126490.0000000,126450.0000000,126460.0000000,460
SPFB.RTS,1,20200828,122800,126460.0000000,126460.0000000,126250.0000000,126280.0000000,2087
SPFB.RTS,1,20200828,122900,126290.0000000,126370.0000000,126260.0000000,126320.0000000,1364
SPFB.RTS,1,20200828,123000,126330.0000000,126350.0000000,126260.0000000,126310.0000000,700
SPFB.RTS,1,20200828,123100,126300.0000000,126370.0000000,126300.0000000,126360.0000000,342
SPFB.RTS,1,20200828,123200,126370.0000000,126440.0000000,126360.0000000,126430.0000000,413
SPFB.RTS,1,20200828,123300,126440.0000000,126450.0000000,126350.0000000,126350.0000000,371
SPFB.RTS,1,20200828,123400,126350.0000000,126420.0000000,126340.0000000,126370.0000000,313
SPFB.RTS,1,20200828,123500,126370.0000000,126490.0000000,126370.0000000,126480.0000000,452
SPFB.RTS,1,20200828,123600,126470.0000000,126550.0000000,126440.0000000,126460.0000000,851
SPFB.RTS,1,20200828,123700,126460.0000000,126510.0000000,126440.0000000,126460.0000000,420
SPFB.RTS,1,20200828,123800,126470.0000000,126590.0000000,126430.0000000,126570.0000000,589
SPFB.RTS,1,20200828,123900,126570.0000000,126630.0000000,126570.0000000,126580.0000000,617
SPFB.RTS,1,20200828,124000,126590.0000000,126700.0000000,126590.0000000,126690.0000000,1009
SPFB.RTS,1,20200828,124100,126690.0000000,126740.0000000,126630.0000000,126710.0000000,1229
SPFB.RTS,1,20200828,124200,126710.0000000,126740.0000000,126660.0000000,126680.0000000,673
SPFB.RTS,1,20200828,124300,126680.0000000,126700.0000000,126610.0000000,126620.0000000,381
SPFB.RTS,1,20200828,124400,126630.0000000,126660.0000000,126600.0000000,126630.0000000,328
SPFB.RTS,1,20200828,124500,126630.0000000,126640.0000000,126540.0000000,126550.0000000,574
SPFB.RTS,1,20200828,124600,126570.0000000,126580.0000000,126520.0000000,126560.0000000,458
SPFB.RTS,1,20200828,124700,126570.0000000,126640.0000000,126540.0000000,126620.0000000,266
SPFB.RTS,1,20200828,124800,126610.0000000,126640.0000000,126560.0000000,126560.0000000,264
SPFB.RTS,1,20200828,124900,126570.0000000,126570.0000000,126510.0000000,126540.0000000,356
SPFB.RTS,1,20200828,125000,126550.0000000,126670.0000000,126540.0000000,126650.0000000,1102
SPFB.RTS,1,20200828,125100,126660.0000000,126660.0000000,126560.0000000,126570.0000000,557
SPFB.RTS,1,20200828,125200,126570.0000000,126610.0000000,126510.0000000,126590.0000000,470
SPFB.RTS,1,20200828,125300,126590.0000000,126630.0000000,126580.0000000,126630.0000000,116
SPFB.RTS,1,20200828,125400,126630.0000000,126630.0000000,126560.0000000,126580.0000000,289
SPFB.RTS,1,20200828,125500,126580.0000000,126630.0000000,126570.0000000,126610.0000000,155
SPFB.RTS,1,20200828,125600,126620.0000000,126640.0000000,126590.0000000,126590.0000000,144
SPFB.RTS,1,20200828,125700,126590.0000000,126590.0000000,126550.0000000,126570.0000000,457
SPFB.RTS,1,20200828,125800,126570.0000000,126600.0000000,126540.0000000,126540.0000000,439
SPFB.RTS,1,20200828,125900,126540.0000000,126600.0000000,126530.0000000,126560.0000000,392
SPFB.RTS,1,20200828,130000,126570.0000000,126630.0000000,126510.0000000,126510.0000000,668
SPFB.RTS,1,20200828,130100,126510.0000000,126540.0000000,126440.0000000,126450.0000000,1122
SPFB.RTS,1,20200828,130200,126440.0000000,126540.0000000,126440.0000000,126530.0000000,605
SPFB.RTS,1,20200828,130300,126530.0000000,126550.0000000,126510.0000000,126540.0000000,275
SPFB.RTS,1,20200828,130400,126550.0000000,126610.0000000,126530.0000000,126530.0000000,475
SPFB.RTS,1,20200828,130500,126530.0000000,126590.0000000,126530.0000000,126570.0000000,208
SPFB.RTS,1,20200828,130600,126570.0000000,126620.0000000,126550.0000000,126550.0000000,352
SPFB.RTS,1,20200828,130700,126540.0000000,126540.0000000,126430.0000000,126450.0000000,500
SPFB.RTS,1,20200828,130800,126430.0000000,126440.0000000,126300.0000000,126310.0000000,2022
SPFB.RTS,1,20200828,130900,126320.0000000,126340.0000000,126250.0000000,126340.0000000,878
SPFB.RTS,1,20200828,131000,126330.0000000,126380.0000000,126270.0000000,126310.0000000,790
SPFB.RTS,1,20200828,131100,126330.0000000,126370.0000000,126310.0000000,126310.0000000,355
SPFB.RTS,1,20200828,131200,126320.0000000,126350.0000000,126290.0000000,126290.0000000,333
SPFB.RTS,1,20200828,131300,126290.0000000,126340.0000000,126280.0000000,126330.0000000,219
SPFB.RTS,1,20200828,131400,126320.0000000,126380.0000000,126300.0000000,126370.0000000,373
SPFB.RTS,1,20200828,131500,126370.0000000,126440.0000000,126350.0000000,126440.0000000,1022
SPFB.RTS,1,20200828,131600,126430.0000000,126440.0000000,126380.0000000,126390.0000000,472
SPFB.RTS,1,20200828,131700,126390.0000000,126430.0000000,126380.0000000,126400.0000000,469
SPFB.RTS,1,20200828,131800,126380.0000000,126420.0000000,126370.0000000,126420.0000000,249
SPFB.RTS,1,20200828,131900,126420.0000000,126420.0000000,126360.0000000,126360.0000000,257
SPFB.RTS,1,20200828,132000,126350.0000000,126390.0000000,126290.0000000,126320.0000000,786
SPFB.RTS,1,20200828,132100,126320.0000000,126340.0000000,126280.0000000,126340.0000000,358
SPFB.RTS,1,20200828,132200,126320.0000000,126340.0000000,126220.0000000,126260.0000000,813
SPFB.RTS,1,20200828,132300,126250.0000000,126320.0000000,126220.0000000,126300.0000000,684
SPFB.RTS,1,20200828,132400,126310.0000000,126360.0000000,126300.0000000,126340.0000000,1191
SPFB.RTS,1,20200828,132500,126340.0000000,126470.0000000,126330.0000000,126430.0000000,901
SPFB.RTS,1,20200828,132600,126420.0000000,126450.0000000,126400.0000000,126410.0000000,362
SPFB.RTS,1,20200828,132700,126410.0000000,126470.0000000,126400.0000000,126470.0000000,331
SPFB.RTS,1,20200828,132800,126460.0000000,126520.0000000,126450.0000000,126480.0000000,557
SPFB.RTS,1,20200828,132900,126490.0000000,126590.0000000,126490.0000000,126560.0000000,811
SPFB.RTS,1,20200828,133000,126560.0000000,126600.0000000,126530.0000000,126600.0000000,506
SPFB.RTS,1,20200828,133100,126600.0000000,126600.0000000,126540.0000000,126560.0000000,373
SPFB.RTS,1,20200828,133200,126570.0000000,126690.0000000,126550.0000000,126690.0000000,1501
SPFB.RTS,1,20200828,133300,126690.0000000,126690.0000000,126610.0000000,126610.0000000,369
SPFB.RTS,1,20200828,133400,126610.0000000,126620.0000000,126580.0000000,126590.0000000,291
SPFB.RTS,1,20200828,133500,126590.0000000,126600.0000000,126530.0000000,126530.0000000,445
SPFB.RTS,1,20200828,133600,126540.0000000,126620.0000000,126530.0000000,126610.0000000,791
SPFB.RTS,1,20200828,133700,126610.0000000,126670.0000000,126600.0000000,126620.0000000,360
SPFB.RTS,1,20200828,133800,126620.0000000,126640.0000000,126610.0000000,126610.0000000,181
SPFB.RTS,1,20200828,133900,126600.0000000,126610.0000000,126570.0000000,126590.0000000,354
SPFB.RTS,1,20200828,134000,126590.0000000,126600.0000000,126550.0000000,126560.0000000,316
SPFB.RTS,1,20200828,134100,126550.0000000,126570.0000000,126530.0000000,126530.0000000,194
SPFB.RTS,1,20200828,134200,126540.0000000,126640.0000000,126530.0000000,126600.0000000,518
SPFB.RTS,1,20200828,134300,126610.0000000,126650.0000000,126590.0000000,126630.0000000,109
SPFB.RTS,1,20200828,134400,126640.0000000,126660.0000000,126630.0000000,126630.0000000,157
SPFB.RTS,1,20200828,134500,126630.0000000,126660.0000000,126620.0000000,126660.0000000,335
SPFB.RTS,1,20200828,134600,126650.0000000,126680.0000000,126610.0000000,126610.0000000,486
SPFB.RTS,1,20200828,134700,126610.0000000,126670.0000000,126590.0000000,126650.0000000,359
SPFB.RTS,1,20200828,134800,126660.0000000,126700.0000000,126640.0000000,126670.0000000,858
SPFB.RTS,1,20200828,134900,126690.0000000,126700.0000000,126660.0000000,126680.0000000,275
SPFB.RTS,1,20200828,135000,126680.0000000,126720.0000000,126670.0000000,126710.0000000,425
SPFB.RTS,1,20200828,135100,126710.0000000,126790.0000000,126710.0000000,126750.0000000,1421
SPFB.RTS,1,20200828,135200,126750.0000000,126770.0000000,126720.0000000,126740.0000000,305
SPFB.RTS,1,20200828,135300,126740.0000000,126780.0000000,126730.0000000,126730.0000000,225
SPFB.RTS,1,20200828,135400,126730.0000000,126740.0000000,126610.0000000,126650.0000000,1385
SPFB.RTS,1,20200828,135500,126650.0000000,126750.0000000,126640.0000000,126730.0000000,337
SPFB.RTS,1,20200828,135600,126720.0000000,126760.0000000,126690.0000000,126690.0000000,485
SPFB.RTS,1,20200828,135700,126700.0000000,126720.0000000,126650.0000000,126670.0000000,315
SPFB.RTS,1,20200828,135800,126670.0000000,126690.0000000,126650.0000000,126680.0000000,199
SPFB.RTS,1,20200828,135900,126670.0000000,126720.0000000,126670.0000000,126700.0000000,238
SPFB.RTS,1,20200828,140500,126680.0000000,126780.0000000,126680.0000000,126700.0000000,854
SPFB.RTS,1,20200828,140600,126690.0000000,126780.0000000,126690.0000000,126760.0000000,346
SPFB.RTS,1,20200828,140700,126760.0000000,126770.0000000,126670.0000000,126710.0000000,329
SPFB.RTS,1,20200828,140800,126730.0000000,126750.0000000,126690.0000000,126710.0000000,278
SPFB.RTS,1,20200828,140900,126710.0000000,126850.0000000,126690.0000000,126850.0000000,970
SPFB.RTS,1,20200828,141000,126850.0000000,126880.0000000,126810.0000000,126820.0000000,689
SPFB.RTS,1,20200828,141100,126830.0000000,126850.0000000,126820.0000000,126850.0000000,378
SPFB.RTS,1,20200828,141200,126850.0000000,126930.0000000,126850.0000000,126890.0000000,1415
SPFB.RTS,1,20200828,141300,126900.0000000,126950.0000000,126870.0000000,126930.0000000,1130
SPFB.RTS,1,20200828,141400,126910.0000000,126920.0000000,126870.0000000,126920.0000000,476
SPFB.RTS,1,20200828,141500,126920.0000000,126950.0000000,126900.0000000,126900.0000000,853
SPFB.RTS,1,20200828,141600,126910.0000000,126940.0000000,126840.0000000,126930.0000000,1724
SPFB.RTS,1,20200828,141700,126930.0000000,126980.0000000,126900.0000000,126950.0000000,828
SPFB.RTS,1,20200828,141800,126960.0000000,126960.0000000,126870.0000000,126910.0000000,593
SPFB.RTS,1,20200828,141900,126900.0000000,126910.0000000,126870.0000000,126890.0000000,161
SPFB.RTS,1,20200828,142000,126880.0000000,126900.0000000,126860.0000000,126890.0000000,370
SPFB.RTS,1,20200828,142100,126890.0000000,126900.0000000,126840.0000000,126860.0000000,407
SPFB.RTS,1,20200828,142200,126860.0000000,126900.0000000,126850.0000000,126900.0000000,256
SPFB.RTS,1,20200828,142300,126890.0000000,126900.0000000,126860.0000000,126860.0000000,121
SPFB.RTS,1,20200828,142400,126870.0000000,126900.0000000,126860.0000000,126900.0000000,175
SPFB.RTS,1,20200828,142500,126890.0000000,126890.0000000,126840.0000000,126840.0000000,545
SPFB.RTS,1,20200828,142600,126850.0000000,126870.0000000,126820.0000000,126870.0000000,360
SPFB.RTS,1,20200828,142700,126860.0000000,126860.0000000,126810.0000000,126840.0000000,234
SPFB.RTS,1,20200828,142800,126850.0000000,126870.0000000,126760.0000000,126800.0000000,793
SPFB.RTS,1,20200828,142900,126810.0000000,126840.0000000,126770.0000000,126840.0000000,337
SPFB.RTS,1,20200828,143000,126840.0000000,126950.0000000,126840.0000000,126890.0000000,915
SPFB.RTS,1,20200828,143100,126890.0000000,126900.0000000,126840.0000000,126850.0000000,284
SPFB.RTS,1,20200828,143200,126850.0000000,126870.0000000,126830.0000000,126850.0000000,152
SPFB.RTS,1,20200828,143300,126860.0000000,126920.0000000,126850.0000000,126920.0000000,277
SPFB.RTS,1,20200828,143400,126910.0000000,126930.0000000,126870.0000000,126900.0000000,209
SPFB.RTS,1,20200828,143500,126900.0000000,126940.0000000,126890.0000000,126920.0000000,179
SPFB.RTS,1,20200828,143600,126930.0000000,127050.0000000,126920.0000000,127000.0000000,2435
SPFB.RTS,1,20200828,143700,127020.0000000,127040.0000000,126970.0000000,126980.0000000,546
SPFB.RTS,1,20200828,143800,126980.0000000,127030.0000000,126900.0000000,126900.0000000,1149
SPFB.RTS,1,20200828,143900,126910.0000000,126990.0000000,126880.0000000,126980.0000000,934
SPFB.RTS,1,20200828,144000,126990.0000000,126990.0000000,126920.0000000,126970.0000000,774
SPFB.RTS,1,20200828,144100,126980.0000000,126990.0000000,126960.0000000,126980.0000000,131
SPFB.RTS,1,20200828,144200,126980.0000000,126990.0000000,126940.0000000,126950.0000000,383
SPFB.RTS,1,20200828,144300,126950.0000000,126980.0000000,126870.0000000,126880.0000000,566
SPFB.RTS,1,20200828,144400,126880.0000000,126940.0000000,126860.0000000,126910.0000000,654
SPFB.RTS,1,20200828,144500,126920.0000000,126940.0000000,126880.0000000,126930.0000000,459
SPFB.RTS,1,20200828,144600,126930.0000000,126980.0000000,126910.0000000,126970.0000000,367
SPFB.RTS,1,20200828,144700,126960.0000000,127000.0000000,126940.0000000,126960.0000000,420
SPFB.RTS,1,20200828,144800,126960.0000000,127030.0000000,126920.0000000,126920.0000000,583
SPFB.RTS,1,20200828,144900,126930.0000000,126940.0000000,126890.0000000,126940.0000000,351
SPFB.RTS,1,20200828,145000,126920.0000000,126980.0000000,126920.0000000,126960.0000000,384
SPFB.RTS,1,20200828,145100,126960.0000000,126980.0000000,126890.0000000,126890.0000000,272
SPFB.RTS,1,20200828,145200,126890.0000000,126940.0000000,126890.0000000,126930.0000000,132
SPFB.RTS,1,20200828,145300,126940.0000000,126940.0000000,126900.0000000,126900.0000000,200
SPFB.RTS,1,20200828,145400,126910.0000000,126930.0000000,126860.0000000,126920.0000000,315
SPFB.RTS,1,20200828,145500,126930.0000000,126960.0000000,126900.0000000,126900.0000000,605
SPFB.RTS,1,20200828,145600,126920.0000000,126970.0000000,126920.0000000,126950.0000000,177
SPFB.RTS,1,20200828,145700,126950.0000000,126980.0000000,126940.0000000,126980.0000000,347
SPFB.RTS,1,20200828,145800,126980.0000000,127000.0000000,126950.0000000,126950.0000000,237
SPFB.RTS,1,20200828,145900,126970.0000000,126970.0000000,126880.0000000,126900.0000000,438
SPFB.RTS,1,20200828,150000,126910.0000000,126980.0000000,126880.0000000,126920.0000000,728
SPFB.RTS,1,20200828,150100,126910.0000000,126920.0000000,126860.0000000,126860.0000000,281
SPFB.RTS,1,20200828,150200,126860.0000000,126960.0000000,126860.0000000,126940.0000000,370
SPFB.RTS,1,20200828,150300,126940.0000000,126960.0000000,126910.0000000,126910.0000000,225
SPFB.RTS,1,20200828,150400,126900.0000000,126940.0000000,126890.0000000,126920.0000000,310
SPFB.RTS,1,20200828,150500,126930.0000000,127000.0000000,126890.0000000,126920.0000000,596
SPFB.RTS,1,20200828,150600,126920.0000000,126920.0000000,126860.0000000,126890.0000000,526
SPFB.RTS,1,20200828,150700,126880.0000000,126900.0000000,126810.0000000,126850.0000000,516
SPFB.RTS,1,20200828,150800,126850.0000000,126860.0000000,126820.0000000,126860.0000000,348
SPFB.RTS,1,20200828,150900,126860.0000000,126870.0000000,126780.0000000,126790.0000000,404
SPFB.RTS,1,20200828,151000,126800.0000000,126820.0000000,126710.0000000,126750.0000000,1163
SPFB.RTS,1,20200828,151100,126750.0000000,126800.0000000,126740.0000000,126770.0000000,426
SPFB.RTS,1,20200828,151200,126770.0000000,126800.0000000,126760.0000000,126800.0000000,382
SPFB.RTS,1,20200828,151300,126780.0000000,126800.0000000,126730.0000000,126760.0000000,255
SPFB.RTS,1,20200828,151400,126760.0000000,126790.0000000,126730.0000000,126740.0000000,447
SPFB.RTS,1,20200828,151500,126750.0000000,126780.0000000,126740.0000000,126780.0000000,410
SPFB.RTS,1,20200828,151600,126780.0000000,126810.0000000,126760.0000000,126770.0000000,286
SPFB.RTS,1,20200828,151700,126770.0000000,126790.0000000,126730.0000000,126730.0000000,434
SPFB.RTS,1,20200828,151800,126740.0000000,126770.0000000,126740.0000000,126750.0000000,133
SPFB.RTS,1,20200828,151900,126750.0000000,126810.0000000,126740.0000000,126800.0000000,399
SPFB.RTS,1,20200828,152000,126800.0000000,126830.0000000,126790.0000000,126810.0000000,563
SPFB.RTS,1,20200828,152100,126810.0000000,126860.0000000,126800.0000000,126810.0000000,358
SPFB.RTS,1,20200828,152200,126810.0000000,126820.0000000,126760.0000000,126780.0000000,255
SPFB.RTS,1,20200828,152300,126780.0000000,126780.0000000,126710.0000000,126720.0000000,512
SPFB.RTS,1,20200828,152400,126710.0000000,126750.0000000,126700.0000000,126750.0000000,260
SPFB.RTS,1,20200828,152500,126750.0000000,126830.0000000,126710.0000000,126830.0000000,609
SPFB.RTS,1,20200828,152600,126820.0000000,126880.0000000,126820.0000000,126870.0000000,419
SPFB.RTS,1,20200828,152700,126860.0000000,126910.0000000,126830.0000000,126870.0000000,504
SPFB.RTS,1,20200828,152800,126880.0000000,126910.0000000,126880.0000000,126880.0000000,148
SPFB.RTS,1,20200828,152900,126870.0000000,126880.0000000,126810.0000000,126810.0000000,304
SPFB.RTS,1,20200828,153000,126830.0000000,126880.0000000,126790.0000000,126810.0000000,485
SPFB.RTS,1,20200828,153100,126810.0000000,126810.0000000,126760.0000000,126770.0000000,256
SPFB.RTS,1,20200828,153200,126760.0000000,126810.0000000,126730.0000000,126750.0000000,446
SPFB.RTS,1,20200828,153300,126770.0000000,126800.0000000,126710.0000000,126750.0000000,362
SPFB.RTS,1,20200828,153400,126740.0000000,126820.0000000,126740.0000000,126740.0000000,246
SPFB.RTS,1,20200828,153500,126760.0000000,126780.0000000,126740.0000000,126770.0000000,139
SPFB.RTS,1,20200828,153600,126760.0000000,126760.0000000,126660.0000000,126700.0000000,922
SPFB.RTS,1,20200828,153700,126700.0000000,126730.0000000,126640.0000000,126690.0000000,398
SPFB.RTS,1,20200828,153800,126680.0000000,126700.0000000,126650.0000000,126680.0000000,237
SPFB.RTS,1,20200828,153900,126660.0000000,126720.0000000,126660.0000000,126680.0000000,231
SPFB.RTS,1,20200828,154000,126690.0000000,126770.0000000,126680.0000000,126760.0000000,275
SPFB.RTS,1,20200828,154100,126760.0000000,126790.0000000,126750.0000000,126760.0000000,216
SPFB.RTS,1,20200828,154200,126760.0000000,126780.0000000,126730.0000000,126740.0000000,297
SPFB.RTS,1,20200828,154300,126750.0000000,126810.0000000,126750.0000000,126800.0000000,283
SPFB.RTS,1,20200828,154400,126800.0000000,126900.0000000,126790.0000000,126820.0000000,730
SPFB.RTS,1,20200828,154500,126820.0000000,126840.0000000,126750.0000000,126750.0000000,512
SPFB.RTS,1,20200828,154600,126750.0000000,126800.0000000,126740.0000000,126740.0000000,164
SPFB.RTS,1,20200828,154700,126750.0000000,126780.0000000,126710.0000000,126770.0000000,217
SPFB.RTS,1,20200828,154800,126780.0000000,126780.0000000,126710.0000000,126730.0000000,299
SPFB.RTS,1,20200828,154900,126720.0000000,126740.0000000,126680.0000000,126700.0000000,266
SPFB.RTS,1,20200828,155000,126700.0000000,126750.0000000,126700.0000000,126730.0000000,484
SPFB.RTS,1,20200828,155100,126720.0000000,126750.0000000,126670.0000000,126720.0000000,219
SPFB.RTS,1,20200828,155200,126730.0000000,126740.0000000,126670.0000000,126680.0000000,302
SPFB.RTS,1,20200828,155300,126670.0000000,126770.0000000,126660.0000000,126770.0000000,273
SPFB.RTS,1,20200828,155400,126770.0000000,126790.0000000,126680.0000000,126700.0000000,432
SPFB.RTS,1,20200828,155500,126690.0000000,126710.0000000,126640.0000000,126650.0000000,361
SPFB.RTS,1,20200828,155600,126650.0000000,126730.0000000,126650.0000000,126710.0000000,248
SPFB.RTS,1,20200828,155700,126720.0000000,126770.0000000,126720.0000000,126770.0000000,208
SPFB.RTS,1,20200828,155800,126760.0000000,126790.0000000,126750.0000000,126750.0000000,351
SPFB.RTS,1,20200828,155900,126750.0000000,126800.0000000,126710.0000000,126720.0000000,298
SPFB.RTS,1,20200828,160000,126720.0000000,126820.0000000,126710.0000000,126810.0000000,449
