<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SPFB.RTS,1,20200826,221200,127190.0000000,127190.0000000,127170.0000000,127170.0000000,92
SPFB.RTS,1,20200826,221300,127170.0000000,127180.0000000,127150.0000000,127150.0000000,93
SPFB.RTS,1,20200826,221400,127160.0000000,127250.0000000,127160.0000000,127210.0000000,353
SPFB.RTS,1,20200826,221500,127210.0000000,127240.0000000,127210.0000000,127220.0000000,156
SPFB.RTS,1,20200826,221600,127220.0000000,127260.0000000,127200.0000000,127200.0000000,326
SPFB.RTS,1,20200826,221700,127220.0000000,127240.0000000,127210.0000000,127230.0000000,60
SPFB.RTS,1,20200826,221800,127220.0000000,127240.0000000,127180.0000000,127180.0000000,196
SPFB.RTS,1,20200826,221900,127190.0000000,127210.0000000,127190.0000000,127200.0000000,61
SPFB.RTS,1,20200826,222000,127210.0000000,127210.0000000,127160.0000000,127180.0000000,166
SPFB.RTS,1,20200826,222100,127170.0000000,127240.0000000,127170.0000000,127240.0000000,107
SPFB.RTS,1,20200826,222200,127240.0000000,127240.0000000,127220.0000000,127230.0000000,166
SPFB.RTS,1,20200826,222300,127230.0000000,127240.0000000,127230.0000000,127240.0000000,22
SPFB.RTS,1,20200826,222400,127240.0000000,127240.0000000,127220.0000000,127230.0000000,66
SPFB.RTS,1,20200826,222500,127230.0000000,127240.0000000,127210.0000000,127210.0000000,130
SPFB.RTS,1,20200826,222600,127220.0000000,127250.0000000,127190.0000000,127220.0000000,265
SPFB.RTS,1,20200826,222700,127220.0000000,127230.0000000,127210.0000000,127220.0000000,49
SPFB.RTS,1,20200826,222800,127220.0000000,127230.0000000,127210.0000000,127230.0000000,17
SPFB.RTS,1,20200826,222900,127240.0000000,127240.0000000,127190.0000000,127210.0000000,127
SPFB.RTS,1,20200826,223000,127210.0000000,127230.0000000,127190.0000000,127200.0000000,190
SPFB.RTS,1,20200826,223100,127200.0000000,127200.0000000,127170.0000000,127190.0000000,107
SPFB.RTS,1,20200826,223200,127180.0000000,127180.0000000,127130.0000000,127130.0000000,217
SPFB.RTS,1,20200826,223300,127130.0000000,127150.0000000,127100.0000000,127100.0000000,123
SPFB.RTS,1,20200826,223400,127110.0000000,127140.0000000,127110.0000000,127130.0000000,101
SPFB.RTS,1,20200826,223500,127120.0000000,127160.0000000,127120.0000000,127150.0000000,63
SPFB.RTS,1,20200826,223600,127160.0000000,127170.0000000,127150.0000000,127160.0000000,42
SPFB.RTS,1,20200826,223700,127160.0000000,127240.0000000,127160.0000000,127200.0000000,116
SPFB.RTS,1,20200826,223800,127210.0000000,127220.0000000,127160.0000000,127160.0000000,87
SPFB.RTS,1,20200826,223900,127180.0000000,127190.0000000,127170.0000000,127170.0000000,11
SPFB.RTS,1,20200826,224000,127170.0000000,127180.0000000,127160.0000000,127170.0000000,21
SPFB.RTS,1,20200826,224100,127170.0000000,127210.0000000,127150.0000000,127150.0000000,153
SPFB.RTS,1,20200826,224200,127150.0000000,127160.0000000,127130.0000000,127140.0000000,48
SPFB.RTS,1,20200826,224300,127140.0000000,127150.0000000,127120.0000000,127150.0000000,120
SPFB.RTS,1,20200826,224400,127150.0000000,127170.0000000,127140.0000000,127140.0000000,50
SPFB.RTS,1,20200826,224500,127150.0000000,127160.0000000,127130.0000000,127150.0000000,101
SPFB.RTS,1,20200826,224600,127150.0000000,127180.0000000,127150.0000000,127170.0000000,81
SPFB.RTS,1,20200826,224700,127180.0000000,127180.0000000,127160.0000000,127170.0000000,106
SPFB.RTS,1,20200826,224800,127170.0000000,127180.0000000,127150.0000000,127150.0000000,46
SPFB.RTS,1,20200826,224900,127160.0000000,127170.0000000,127160.0000000,127170.0000000,33
SPFB.RTS,1,20200826,225000,127170.0000000,127200.0000000,127170.0000000,127200.0000000,293
SPFB.RTS,1,20200826,225100,127190.0000000,127210.0000000,127160.0000000,127160.0000000,76
SPFB.RTS,1,20200826,225200,127170.0000000,127190.0000000,127160.0000000,127190.0000000,89
SPFB.RTS,1,20200826,225300,127170.0000000,127190.0000000,127150.0000000,127170.0000000,53
SPFB.RTS,1,20200826,225400,127160.0000000,127160.0000000,127110.0000000,127120.0000000,192
SPFB.RTS,1,20200826,225500,127120.0000000,127120.0000000,127080.0000000,127110.0000000,167
SPFB.RTS,1,20200826,225600,127110.0000000,127130.0000000,127090.0000000,127130.0000000,131
SPFB.RTS,1,20200826,225700,127140.0000000,127150.0000000,127090.0000000,127100.0000000,146
SPFB.RTS,1,20200826,225800,127100.0000000,127140.0000000,127100.0000000,127100.0000000,133
SPFB.RTS,1,20200826,225900,127100.0000000,127110.0000000,127050.0000000,127060.0000000,451
SPFB.RTS,1,20200826,230000,127070.0000000,127100.0000000,127050.0000000,127090.0000000,168
SPFB.RTS,1,20200826,230100,127090.0000000,127090.0000000,127070.0000000,127090.0000000,48
SPFB.RTS,1,20200826,230200,127090.0000000,127120.0000000,127090.0000000,127110.0000000,132
SPFB.RTS,1,20200826,230300,127110.0000000,127140.0000000,127100.0000000,127140.0000000,135
SPFB.RTS,1,20200826,230400,127120.0000000,127180.0000000,127120.0000000,127170.0000000,184
SPFB.RTS,1,20200826,230500,127160.0000000,127200.0000000,127160.0000000,127200.0000000,100
SPFB.RTS,1,20200826,230600,127200.0000000,127200.0000000,127170.0000000,127190.0000000,78
SPFB.RTS,1,20200826,230700,127190.0000000,127200.0000000,127180.0000000,127190.0000000,40
SPFB.RTS,1,20200826,230800,127200.0000000,127220.0000000,127200.0000000,127210.0000000,111
SPFB.RTS,1,20200826,230900,127210.0000000,127240.0000000,127200.0000000,127240.0000000,64
SPFB.RTS,1,20200826,231000,127230.0000000,127250.0000000,127230.0000000,127240.0000000,85
SPFB.RTS,1,20200826,231100,127240.0000000,127240.0000000,127230.0000000,127230.0000000,54
SPFB.RTS,1,20200826,231200,127230.0000000,127330.0000000,127230.0000000,127280.0000000,437
SPFB.RTS,1,20200826,231300,127280.0000000,127300.0000000,127280.0000000,127300.0000000,242
SPFB.RTS,1,20200826,231400,127290.0000000,127300.0000000,127280.0000000,127280.0000000,187
SPFB.RTS,1,20200826,231500,127270.0000000,127290.0000000,127260.0000000,127270.0000000,83
SPFB.RTS,1,20200826,231600,127270.0000000,127300.0000000,127270.0000000,127290.0000000,60
SPFB.RTS,1,20200826,231700,127290.0000000,127300.0000000,127260.0000000,127280.0000000,115
SPFB.RTS,1,20200826,231800,127280.0000000,127300.0000000,127270.0000000,127270.0000000,71
SPFB.RTS,1,20200826,231900,127280.0000000,127300.0000000,127270.0000000,127280.0000000,105
SPFB.RTS,1,20200826,232000,127280.0000000,127330.0000000,127260.0000000,127280.0000000,365
SPFB.RTS,1,20200826,232100,127280.0000000,127280.0000000,127260.0000000,127270.0000000,55
SPFB.RTS,1,20200826,232200,127270.0000000,127280.0000000,127260.0000000,127280.0000000,35
SPFB.RTS,1,20200826,232300,127290.0000000,127310.0000000,127280.0000000,127300.0000000,44
SPFB.RTS,1,20200826,232400,127300.0000000,127320.0000000,127300.0000000,127310.0000000,68
SPFB.RTS,1,20200826,232500,127310.0000000,127330.0000000,127300.0000000,127320.0000000,154
SPFB.RTS,1,20200826,232600,127310.0000000,127390.0000000,127300.0000000,127390.0000000,306
SPFB.RTS,1,20200826,232700,127370.0000000,127490.0000000,127370.0000000,127420.0000000,944
SPFB.RTS,1,20200826,232800,127420.0000000,127450.0000000,127400.0000000,127420.0000000,198
SPFB.RTS,1,20200826,232900,127410.0000000,127450.0000000,127400.0000000,127410.0000000,271
SPFB.RTS,1,20200826,233000,127410.0000000,127450.0000000,127400.0000000,127440.0000000,161
SPFB.RTS,1,20200826,233100,127430.0000000,127430.0000000,127400.0000000,127420.0000000,155
SPFB.RTS,1,20200826,233200,127410.0000000,127420.0000000,127380.0000000,127390.0000000,256
SPFB.RTS,1,20200826,233300,127380.0000000,127450.0000000,127380.0000000,127440.0000000,482
SPFB.RTS,1,20200826,233400,127440.0000000,127480.0000000,127420.0000000,127460.0000000,479
SPFB.RTS,1,20200826,233500,127450.0000000,127460.0000000,127410.0000000,127450.0000000,190
SPFB.RTS,1,20200826,233600,127470.0000000,127500.0000000,127460.0000000,127460.0000000,351
SPFB.RTS,1,20200826,233700,127450.0000000,127470.0000000,127440.0000000,127460.0000000,99
SPFB.RTS,1,20200826,233800,127450.0000000,127450.0000000,127430.0000000,127440.0000000,50
SPFB.RTS,1,20200826,233900,127440.0000000,127450.0000000,127420.0000000,127430.0000000,98
SPFB.RTS,1,20200826,234000,127450.0000000,127450.0000000,127430.0000000,127450.0000000,50
SPFB.RTS,1,20200826,234100,127440.0000000,127440.0000000,127430.0000000,127440.0000000,89
SPFB.RTS,1,20200826,234200,127430.0000000,127440.0000000,127420.0000000,127420.0000000,149
SPFB.RTS,1,20200826,234300,127440.0000000,127450.0000000,127410.0000000,127410.0000000,77
SPFB.RTS,1,20200826,234400,127410.0000000,127450.0000000,127410.0000000,127440.0000000,164
SPFB.RTS,1,20200826,234500,127440.0000000,127440.0000000,127400.0000000,127410.0000000,197
SPFB.RTS,1,20200826,234600,127420.0000000,127460.0000000,127420.0000000,127460.0000000,202
SPFB.RTS,1,20200826,234700,127460.0000000,127470.0000000,127430.0000000,127440.0000000,186
SPFB.RTS,1,20200826,234800,127440.0000000,127470.0000000,127420.0000000,127470.0000000,338
SPFB.RTS,1,20200826,234900,127460.0000000,127620.0000000,127410.0000000,127620.0000000,717
SPFB.RTS,1,20200827,100000,127470.0000000,127650.0000000,127310.0000000,127450.0000000,3222
SPFB.RTS,1,20200827,100100,127460.0000000,127620.0000000,127350.0000000,127570.0000000,2655
SPFB.RTS,1,20200827,100200,127560.0000000,127770.0000000,127560.0000000,127720.0000000,3171
SPFB.RTS,1,20200827,100300,127710.0000000,127810.0000000,127630.0000000,127780.0000000,2021
SPFB.RTS,1,20200827,100400,127790.0000000,127820.0000000,127720.0000000,127790.0000000,1334
SPFB.RTS,1,20200827,100500,127790.0000000,127800.0000000,127370.0000000,127370.0000000,2359
SPFB.RTS,1,20200827,100600,127370.0000000,127370.0000000,127200.0000000,127260.0000000,2974
SPFB.RTS,1,20200827,100700,127270.0000000,127300.0000000,126980.0000000,127090.0000000,4273
SPFB.RTS,1,20200827,100800,127090.0000000,127200.0000000,127030.0000000,127110.0000000,2426
SPFB.RTS,1,20200827,100900,127090.0000000,127150.0000000,127040.0000000,127050.0000000,1343
SPFB.RTS,1,20200827,101000,127050.0000000,127250.0000000,127010.0000000,127230.0000000,2389
SPFB.RTS,1,20200827,101100,127220.0000000,127320.0000000,127200.0000000,127290.0000000,1164
SPFB.RTS,1,20200827,101200,127290.0000000,127320.0000000,127200.0000000,127270.0000000,760
SPFB.RTS,1,20200827,101300,127250.0000000,127270.0000000,127120.0000000,127160.0000000,764
SPFB.RTS,1,20200827,101400,127160.0000000,127320.0000000,127110.0000000,127280.0000000,1199
SPFB.RTS,1,20200827,101500,127270.0000000,127550.0000000,127270.0000000,127540.0000000,2635
SPFB.RTS,1,20200827,101600,127540.0000000,127640.0000000,127530.0000000,127600.0000000,2532
SPFB.RTS,1,20200827,101700,127600.0000000,127680.0000000,127570.0000000,127670.0000000,1168
SPFB.RTS,1,20200827,101800,127680.0000000,127750.0000000,127590.0000000,127600.0000000,1340
SPFB.RTS,1,20200827,101900,127600.0000000,127700.0000000,127600.0000000,127630.0000000,858
SPFB.RTS,1,20200827,102000,127640.0000000,127780.0000000,127640.0000000,127710.0000000,1405
SPFB.RTS,1,20200827,102100,127710.0000000,127830.0000000,127710.0000000,127760.0000000,2009
SPFB.RTS,1,20200827,102200,127770.0000000,127870.0000000,127760.0000000,127770.0000000,1478
SPFB.RTS,1,20200827,102300,127780.0000000,127810.0000000,127690.0000000,127720.0000000,1198
SPFB.RTS,1,20200827,102400,127720.0000000,127750.0000000,127680.0000000,127720.0000000,428
SPFB.RTS,1,20200827,102500,127720.0000000,127750.0000000,127670.0000000,127690.0000000,744
SPFB.RTS,1,20200827,102600,127690.0000000,127760.0000000,127660.0000000,127720.0000000,633
SPFB.RTS,1,20200827,102700,127720.0000000,127740.0000000,127650.0000000,127680.0000000,883
SPFB.RTS,1,20200827,102800,127690.0000000,127700.0000000,127540.0000000,127570.0000000,1293
SPFB.RTS,1,20200827,102900,127560.0000000,127590.0000000,127510.0000000,127560.0000000,963
SPFB.RTS,1,20200827,103000,127560.0000000,127740.0000000,127550.0000000,127710.0000000,1334
SPFB.RTS,1,20200827,103100,127720.0000000,127740.0000000,127630.0000000,127690.0000000,851
SPFB.RTS,1,20200827,103200,127700.0000000,127880.0000000,127700.0000000,127850.0000000,2096
SPFB.RTS,1,20200827,103300,127860.0000000,127900.0000000,127800.0000000,127870.0000000,1510
SPFB.RTS,1,20200827,103400,127870.0000000,127900.0000000,127760.0000000,127860.0000000,816
SPFB.RTS,1,20200827,103500,127880.0000000,127910.0000000,127800.0000000,127820.0000000,981
SPFB.RTS,1,20200827,103600,127810.0000000,127840.0000000,127760.0000000,127800.0000000,756
SPFB.RTS,1,20200827,103700,127790.0000000,127820.0000000,127720.0000000,127780.0000000,671
SPFB.RTS,1,20200827,103800,127780.0000000,127840.0000000,127750.0000000,127780.0000000,439
SPFB.RTS,1,20200827,103900,127790.0000000,127870.0000000,127770.0000000,127860.0000000,600
SPFB.RTS,1,20200827,104000,127850.0000000,127900.0000000,127840.0000000,127890.0000000,919
SPFB.RTS,1,20200827,104100,127880.0000000,127960.0000000,127820.0000000,127830.0000000,1674
SPFB.RTS,1,20200827,104200,127840.0000000,127870.0000000,127660.0000000,127710.0000000,1825
SPFB.RTS,1,20200827,104300,127710.0000000,127820.0000000,127620.0000000,127820.0000000,1300
SPFB.RTS,1,20200827,104400,127820.0000000,127930.0000000,127810.0000000,127920.0000000,1172
SPFB.RTS,1,20200827,104500,127920.0000000,127940.0000000,127850.0000000,127870.0000000,654
SPFB.RTS,1,20200827,104600,127870.0000000,127960.0000000,127860.0000000,127880.0000000,614
SPFB.RTS,1,20200827,104700,127870.0000000,127930.0000000,127870.0000000,127900.0000000,721
SPFB.RTS,1,20200827,104800,127910.0000000,127920.0000000,127850.0000000,127890.0000000,464
SPFB.RTS,1,20200827,104900,127890.0000000,127900.0000000,127860.0000000,127880.0000000,405
SPFB.RTS,1,20200827,105000,127890.0000000,127930.0000000,127850.0000000,127860.0000000,654
SPFB.RTS,1,20200827,105100,127860.0000000,127860.0000000,127750.0000000,127810.0000000,1347
SPFB.RTS,1,20200827,105200,127800.0000000,127890.0000000,127760.0000000,127830.0000000,643
SPFB.RTS,1,20200827,105300,127830.0000000,127900.0000000,127810.0000000,127890.0000000,571
SPFB.RTS,1,20200827,105400,127890.0000000,127890.0000000,127850.0000000,127860.0000000,224
SPFB.RTS,1,20200827,105500,127860.0000000,127870.0000000,127750.0000000,127750.0000000,659
SPFB.RTS,1,20200827,105600,127750.0000000,127840.0000000,127750.0000000,127780.0000000,623
SPFB.RTS,1,20200827,105700,127800.0000000,127850.0000000,127770.0000000,127830.0000000,222
SPFB.RTS,1,20200827,105800,127840.0000000,127850.0000000,127750.0000000,127780.0000000,270
SPFB.RTS,1,20200827,105900,127760.0000000,127820.0000000,127730.0000000,127790.0000000,725
SPFB.RTS,1,20200827,110000,127770.0000000,127790.0000000,127620.0000000,127710.0000000,1895
SPFB.RTS,1,20200827,110100,127720.0000000,127780.0000000,127710.0000000,127740.0000000,910
SPFB.RTS,1,20200827,110200,127740.0000000,127840.0000000,127740.0000000,127840.0000000,595
SPFB.RTS,1,20200827,110300,127840.0000000,127850.0000000,127780.0000000,127800.0000000,509
SPFB.RTS,1,20200827,110400,127800.0000000,127800.0000000,127670.0000000,127690.0000000,744
SPFB.RTS,1,20200827,110500,127690.0000000,127850.0000000,127690.0000000,127820.0000000,788
SPFB.RTS,1,20200827,110600,127800.0000000,127820.0000000,127730.0000000,127800.0000000,314
SPFB.RTS,1,20200827,110700,127790.0000000,127820.0000000,127780.0000000,127800.0000000,196
SPFB.RTS,1,20200827,110800,127800.0000000,127800.0000000,127690.0000000,127720.0000000,380
SPFB.RTS,1,20200827,110900,127730.0000000,127730.0000000,127630.0000000,127650.0000000,792
SPFB.RTS,1,20200827,111000,127660.0000000,127660.0000000,127560.0000000,127560.0000000,1165
SPFB.RTS,1,20200827,111100,127570.0000000,127580.0000000,127430.0000000,127440.0000000,1968
SPFB.RTS,1,20200827,111200,127440.0000000,127510.0000000,127410.0000000,127500.0000000,928
SPFB.RTS,1,20200827,111300,127500.0000000,127540.0000000,127480.0000000,127510.0000000,704
SPFB.RTS,1,20200827,111400,127500.0000000,127520.0000000,127410.0000000,127440.0000000,830
SPFB.RTS,1,20200827,111500,127430.0000000,127500.0000000,127370.0000000,127480.0000000,1235
SPFB.RTS,1,20200827,111600,127490.0000000,127510.0000000,127450.0000000,127490.0000000,454
SPFB.RTS,1,20200827,111700,127480.0000000,127550.0000000,127470.0000000,127510.0000000,471
SPFB.RTS,1,20200827,111800,127510.0000000,127620.0000000,127510.0000000,127610.0000000,608
SPFB.RTS,1,20200827,111900,127620.0000000,127620.0000000,127520.0000000,127580.0000000,559
SPFB.RTS,1,20200827,112000,127590.0000000,127600.0000000,127530.0000000,127540.0000000,360
SPFB.RTS,1,20200827,112100,127540.0000000,127690.0000000,127540.0000000,127690.0000000,647
SPFB.RTS,1,20200827,112200,127690.0000000,127750.0000000,127590.0000000,127600.0000000,1137
SPFB.RTS,1,20200827,112300,127610.0000000,127660.0000000,127590.0000000,127650.0000000,382
SPFB.RTS,1,20200827,112400,127650.0000000,127700.0000000,127650.0000000,127690.0000000,260
SPFB.RTS,1,20200827,112500,127700.0000000,127730.0000000,127660.0000000,127680.0000000,352
SPFB.RTS,1,20200827,112600,127680.0000000,127690.0000000,127610.0000000,127680.0000000,325
SPFB.RTS,1,20200827,112700,127680.0000000,127700.0000000,127610.0000000,127610.0000000,301
SPFB.RTS,1,20200827,112800,127610.0000000,127660.0000000,127560.0000000,127590.0000000,442
SPFB.RTS,1,20200827,112900,127590.0000000,127650.0000000,127550.0000000,127620.0000000,764
SPFB.RTS,1,20200827,113000,127610.0000000,127670.0000000,127570.0000000,127630.0000000,561
SPFB.RTS,1,20200827,113100,127630.0000000,127680.0000000,127630.0000000,127680.0000000,203
SPFB.RTS,1,20200827,113200,127680.0000000,127700.0000000,127620.0000000,127630.0000000,429
SPFB.RTS,1,20200827,113300,127640.0000000,127640.0000000,127370.0000000,127420.0000000,2358
SPFB.RTS,1,20200827,113400,127410.0000000,127420.0000000,127220.0000000,127240.0000000,2502
SPFB.RTS,1,20200827,113500,127250.0000000,127340.0000000,127220.0000000,127270.0000000,1002
SPFB.RTS,1,20200827,113600,127270.0000000,127280.0000000,127080.0000000,127130.0000000,2788
SPFB.RTS,1,20200827,113700,127140.0000000,127190.0000000,127110.0000000,127150.0000000,697
SPFB.RTS,1,20200827,113800,127150.0000000,127180.0000000,127100.0000000,127160.0000000,812
SPFB.RTS,1,20200827,113900,127160.0000000,127220.0000000,127150.0000000,127200.0000000,658
SPFB.RTS,1,20200827,114000,127200.0000000,127260.0000000,127190.0000000,127200.0000000,824
SPFB.RTS,1,20200827,114100,127200.0000000,127240.0000000,127180.0000000,127190.0000000,367
SPFB.RTS,1,20200827,114200,127210.0000000,127240.0000000,127190.0000000,127210.0000000,379
SPFB.RTS,1,20200827,114300,127210.0000000,127230.0000000,127190.0000000,127200.0000000,127
SPFB.RTS,1,20200827,114400,127210.0000000,127210.0000000,127120.0000000,127170.0000000,1074
SPFB.RTS,1,20200827,114500,127170.0000000,127230.0000000,127130.0000000,127220.0000000,594
SPFB.RTS,1,20200827,114600,127210.0000000,127280.0000000,127180.0000000,127220.0000000,1197
SPFB.RTS,1,20200827,114700,127230.0000000,127230.0000000,127200.0000000,127210.0000000,263
SPFB.RTS,1,20200827,114800,127210.0000000,127240.0000000,127170.0000000,127220.0000000,306
SPFB.RTS,1,20200827,114900,127230.0000000,127430.0000000,127220.0000000,127400.0000000,1742
SPFB.RTS,1,20200827,115000,127400.0000000,127430.0000000,127310.0000000,127360.0000000,1481
SPFB.RTS,1,20200827,115100,127380.0000000,127390.0000000,127280.0000000,127370.0000000,755
SPFB.RTS,1,20200827,115200,127360.0000000,127400.0000000,127310.0000000,127400.0000000,518
SPFB.RTS,1,20200827,115300,127400.0000000,127400.0000000,127310.0000000,127310.0000000,409
SPFB.RTS,1,20200827,115400,127320.0000000,127350.0000000,127300.0000000,127310.0000000,270
SPFB.RTS,1,20200827,115500,127300.0000000,127300.0000000,127200.0000000,127250.0000000,1098
SPFB.RTS,1,20200827,115600,127240.0000000,127290.0000000,127220.0000000,127270.0000000,504
SPFB.RTS,1,20200827,115700,127260.0000000,127340.0000000,127250.0000000,127300.0000000,462
SPFB.RTS,1,20200827,115800,127300.0000000,127370.0000000,127290.0000000,127330.0000000,632
SPFB.RTS,1,20200827,115900,127330.0000000,127430.0000000,127330.0000000,127410.0000000,715
SPFB.RTS,1,20200827,120000,127420.0000000,127420.0000000,127360.0000000,127380.0000000,370
SPFB.RTS,1,20200827,120100,127380.0000000,127410.0000000,127350.0000000,127390.0000000,258
SPFB.RTS,1,20200827,120200,127390.0000000,127400.0000000,127270.0000000,127290.0000000,557
SPFB.RTS,1,20200827,120300,127290.0000000,127320.0000000,127260.0000000,127280.0000000,198
SPFB.RTS,1,20200827,120400,127270.0000000,127290.0000000,127230.0000000,127270.0000000,472
SPFB.RTS,1,20200827,120500,127260.0000000,127260.0000000,127150.0000000,127160.0000000,725
SPFB.RTS,1,20200827,120600,127160.0000000,127240.0000000,127140.0000000,127230.0000000,440
SPFB.RTS,1,20200827,120700,127220.0000000,127350.0000000,127210.0000000,127250.0000000,798
SPFB.RTS,1,20200827,120800,127250.0000000,127260.0000000,127100.0000000,127150.0000000,1118
SPFB.RTS,1,20200827,120900,127160.0000000,127210.0000000,127150.0000000,127170.0000000,315
SPFB.RTS,1,20200827,121000,127170.0000000,127180.0000000,127090.0000000,127120.0000000,645
SPFB.RTS,1,20200827,121100,127110.0000000,127200.0000000,127100.0000000,127140.0000000,399
SPFB.RTS,1,20200827,121200,127140.0000000,127190.0000000,127130.0000000,127190.0000000,186
SPFB.RTS,1,20200827,121300,127180.0000000,127220.0000000,127150.0000000,127150.0000000,484
SPFB.RTS,1,20200827,121400,127150.0000000,127160.0000000,126980.0000000,127010.0000000,2498
SPFB.RTS,1,20200827,121500,127010.0000000,127030.0000000,126860.0000000,126930.0000000,4263
SPFB.RTS,1,20200827,121600,126920.0000000,126970.0000000,126880.0000000,126950.0000000,972
SPFB.RTS,1,20200827,121700,126950.0000000,126970.0000000,126830.0000000,126910.0000000,2108
SPFB.RTS,1,20200827,121800,126920.0000000,126930.0000000,126850.0000000,126930.0000000,744
SPFB.RTS,1,20200827,121900,126920.0000000,126970.0000000,126890.0000000,126940.0000000,1176
SPFB.RTS,1,20200827,122000,126940.0000000,126980.0000000,126900.0000000,126970.0000000,835
SPFB.RTS,1,20200827,122100,126970.0000000,127000.0000000,126940.0000000,126970.0000000,926
SPFB.RTS,1,20200827,122200,126970.0000000,126990.0000000,126900.0000000,126930.0000000,1159
SPFB.RTS,1,20200827,122300,126930.0000000,126940.0000000,126800.0000000,126850.0000000,1833
SPFB.RTS,1,20200827,122400,126850.0000000,126910.0000000,126820.0000000,126840.0000000,635
SPFB.RTS,1,20200827,122500,126830.0000000,126930.0000000,126800.0000000,126890.0000000,903
SPFB.RTS,1,20200827,122600,126890.0000000,126930.0000000,126880.0000000,126910.0000000,291
SPFB.RTS,1,20200827,122700,126930.0000000,126970.0000000,126910.0000000,126940.0000000,381
SPFB.RTS,1,20200827,122800,126940.0000000,127020.0000000,126930.0000000,127000.0000000,1147
SPFB.RTS,1,20200827,122900,127000.0000000,127000.0000000,126900.0000000,126930.0000000,842
SPFB.RTS,1,20200827,123000,126920.0000000,127000.0000000,126900.0000000,126970.0000000,510
SPFB.RTS,1,20200827,123100,126970.0000000,126970.0000000,126930.0000000,126930.0000000,248
SPFB.RTS,1,20200827,123200,126930.0000000,126970.0000000,126920.0000000,126950.0000000,253
SPFB.RTS,1,20200827,123300,126950.0000000,126950.0000000,126870.0000000,126890.0000000,422
SPFB.RTS,1,20200827,123400,126880.0000000,126990.0000000,126880.0000000,126980.0000000,506
SPFB.RTS,1,20200827,123500,126980.0000000,127050.0000000,126980.0000000,127000.0000000,947
SPFB.RTS,1,20200827,123600,127010.0000000,127090.0000000,127010.0000000,127060.0000000,874
SPFB.RTS,1,20200827,123700,127060.0000000,127170.0000000,127060.0000000,127170.0000000,814
SPFB.RTS,1,20200827,123800,127160.0000000,127190.0000000,127070.0000000,127090.0000000,849
SPFB.RTS,1,20200827,123900,127080.0000000,127090.0000000,127040.0000000,127060.0000000,493
SPFB.RTS,1,20200827,124000,127070.0000000,127080.0000000,126940.0000000,126940.0000000,652
SPFB.RTS,1,20200827,124100,126950.0000000,127000.0000000,126930.0000000,127000.0000000,500
SPFB.RTS,1,20200827,124200,127000.0000000,127090.0000000,126980.0000000,127070.0000000,463
SPFB.RTS,1,20200827,124300,127060.0000000,127070.0000000,127020.0000000,127020.0000000,237
SPFB.RTS,1,20200827,124400,127020.0000000,127120.0000000,127020.0000000,127100.0000000,333
SPFB.RTS,1,20200827,124500,127100.0000000,127110.0000000,127040.0000000,127080.0000000,230
SPFB.RTS,1,20200827,124600,127060.0000000,127090.0000000,127010.0000000,127040.0000000,402
SPFB.RTS,1,20200827,124700,127050.0000000,127060.0000000,127030.0000000,127050.0000000,85
SPFB.RTS,1,20200827,124800,127060.0000000,127070.0000000,127040.0000000,127050.0000000,139
SPFB.RTS,1,20200827,124900,127050.0000000,127060.0000000,126980.0000000,126980.0000000,395
SPFB.RTS,1,20200827,125000,126980.0000000,127070.0000000,126960.0000000,127050.0000000,503
SPFB.RTS,1,20200827,125100,127050.0000000,127190.0000000,127050.0000000,127160.0000000,669
SPFB.RTS,1,20200827,125200,127150.0000000,127220.0000000,127140.0000000,127180.0000000,555
SPFB.RTS,1,20200827,125300,127200.0000000,127300.0000000,127190.0000000,127240.0000000,1351
SPFB.RTS,1,20200827,125400,127240.0000000,127280.0000000,127170.0000000,127180.0000000,451
SPFB.RTS,1,20200827,125500,127180.0000000,127210.0000000,127170.0000000,127200.0000000,184
SPFB.RTS,1,20200827,125600,127210.0000000,127210.0000000,127140.0000000,127170.0000000,312
SPFB.RTS,1,20200827,125700,127160.0000000,127210.0000000,127160.0000000,127190.0000000,435
SPFB.RTS,1,20200827,125800,127190.0000000,127200.0000000,127180.0000000,127200.0000000,226
SPFB.RTS,1,20200827,125900,127190.0000000,127200.0000000,127150.0000000,127180.0000000,256
SPFB.RTS,1,20200827,130000,127200.0000000,127210.0000000,127140.0000000,127210.0000000,428
SPFB.RTS,1,20200827,130100,127200.0000000,127240.0000000,127170.0000000,127180.0000000,241
SPFB.RTS,1,20200827,130200,127180.0000000,127210.0000000,127170.0000000,127210.0000000,162
SPFB.RTS,1,20200827,130300,127210.0000000,127280.0000000,127200.0000000,127220.0000000,1045
SPFB.RTS,1,20200827,130400,127220.0000000,127240.0000000,127180.0000000,127190.0000000,341
SPFB.RTS,1,20200827,130500,127200.0000000,127250.0000000,127190.0000000,127220.0000000,230
SPFB.RTS,1,20200827,130600,127220.0000000,127300.0000000,127220.0000000,127300.0000000,632
SPFB.RTS,1,20200827,130700,127290.0000000,127360.0000000,127260.0000000,127290.0000000,1172
SPFB.RTS,1,20200827,130800,127280.0000000,127300.0000000,127240.0000000,127260.0000000,355
SPFB.RTS,1,20200827,130900,127250.0000000,127260.0000000,127180.0000000,127200.0000000,433
SPFB.RTS,1,20200827,131000,127200.0000000,127200.0000000,127070.0000000,127110.0000000,1375
